"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days PM2.5","Days PM10"
"Alabama","Cullman",1983,211,124,53,26,8,0,0,185,122,45,0,0,211,0,0
"Alabama","Etowah",1983,210,124,49,26,11,0,0,200,129,45,0,0,210,0,0
"Alabama","Jefferson",1983,365,184,121,43,10,7,0,243,122,50,151,0,214,0,0
"Alabama","Madison",1983,165,119,31,11,3,1,0,208,100,43,0,0,165,0,0
"Alabama","Mobile",1983,337,227,72,29,8,1,0,206,101,42,0,0,337,0,0
"Alabama","Morgan",1983,86,82,4,0,0,0,0,93,45,27,0,0,86,0,0
"Alaska","Anchorage ",1983,365,178,120,45,16,6,0,233,126,51,342,0,23,0,0
"Alaska","Fairbanks North Star ",1983,274,162,76,25,7,4,0,224,115,38,274,0,0,0,0
"Arizona","Apache",1983,361,361,0,0,0,0,0,24,8,3,0,361,0,0,0
"Arizona","Cochise",1983,281,262,19,0,0,0,0,77,48,3,182,0,99,0,0
"Arizona","Coconino",1983,328,243,77,8,0,0,0,133,80,37,146,0,182,0,0
"Arizona","Greenlee",1983,320,291,29,0,0,0,0,87,49,37,0,0,320,0,0
"Arizona","Maricopa",1983,365,89,164,61,42,9,0,234,165,76,184,18,163,0,0
"Arizona","Pima",1983,365,48,250,64,3,0,0,174,108,74,176,72,117,0,0
"Arizona","Yavapai",1983,328,314,14,0,0,0,0,100,44,5,183,0,145,0,0
"Arizona","Yuma",1983,316,267,36,11,2,0,0,169,67,3,181,0,135,0,0
"Arkansas","Pulaski",1983,365,257,63,39,6,0,0,182,105,41,2,36,327,0,0
"California","Alameda",1983,365,276,66,11,8,4,0,223,87,38,26,172,167,0,0
"California","Butte",1983,365,315,49,1,0,0,0,103,57,34,85,142,138,0,0
"California","Colusa",1983,182,116,54,11,1,0,0,151,90,44,0,0,182,0,0
"California","Contra Costa",1983,365,262,80,14,9,0,0,190,87,44,22,167,176,0,0
"California","El Dorado",1983,365,95,238,24,4,4,0,218,97,62,302,0,63,0,0
"California","Fresno",1983,365,131,122,57,47,8,0,218,164,61,69,79,217,0,0
"California","Glenn",1983,171,100,52,16,3,0,0,174,101,44,0,0,171,0,0
"California","Imperial",1983,335,271,53,11,0,0,0,133,67,34,0,0,335,0,0
"California","Kern",1983,365,131,135,45,48,6,0,208,161,61,25,176,164,0,0
"California","Kings",1983,312,165,85,50,12,0,0,200,122,48,0,0,312,0,0
"California","Lake",1983,322,318,4,0,0,0,0,71,42,31,0,0,322,0,0
"California","Los Angeles",1983,365,11,103,79,37,135,0,300,280,143,61,126,178,0,0
"California","Marin",1983,365,336,28,0,1,0,0,164,47,38,38,305,22,0,0
"California","Mendocino",1983,337,336,1,0,0,0,0,58,32,19,0,0,337,0,0
"California","Mono",1983,284,212,54,17,1,0,0,154,87,37,140,0,144,0,0
"California","Monterey",1983,365,338,22,5,0,0,0,143,47,37,0,98,267,0,0
"California","Napa",1983,362,328,28,6,0,0,0,136,49,31,65,126,171,0,0
"California","Orange",1983,365,77,139,77,27,45,0,296,207,87,14,202,149,0,0
"California","Placer",1983,131,60,34,27,8,2,0,212,143,54,0,0,131,0,0
"California","Riverside",1983,365,83,110,35,31,106,0,296,249,100,25,126,214,0,0
"California","Sacramento",1983,365,186,110,33,26,10,0,221,150,49,79,81,205,0,0
"California","San Benito",1983,362,303,48,8,3,0,0,156,67,35,0,48,314,0,0
"California","San Bernardino",1983,365,40,121,56,26,122,0,300,275,108,2,138,225,0,0
"California","San Diego",1983,365,87,116,69,55,38,0,256,201,90,15,108,242,0,0
"California","San Francisco",1983,365,269,89,7,0,0,0,108,68,41,157,189,19,0,0
