"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days PM2.5","Days PM10"
"Alabama","Calhoun",1991,57,52,5,0,0,0,0,64,43,24,0,0,0,0,57
"Alabama","Clay",1991,210,209,1,0,0,0,0,58,34,22,0,0,210,0,0
"Alabama","Colbert",1991,57,55,2,0,0,0,0,54,38,20,0,0,0,0,57
"Alabama","DeKalb",1991,342,249,82,10,1,0,0,151,80,41,0,0,336,0,6
"Alabama","Elmore",1991,254,203,49,2,0,0,0,140,61,40,0,0,254,0,0
"Alabama","Escambia",1991,56,53,3,0,0,0,0,53,40,22,0,0,0,0,56
"Alabama","Etowah",1991,58,50,8,0,0,0,0,71,54,31,0,0,0,0,58
"Alabama","Franklin",1991,47,44,3,0,0,0,0,55,44,22,0,0,0,0,47
"Alabama","Houston",1991,57,53,4,0,0,0,0,57,41,23,0,0,0,0,57
"Alabama","Jackson",1991,57,53,4,0,0,0,0,65,44,21,0,0,0,0,57
"Alabama","Jefferson",1991,365,233,109,18,5,0,0,166,90,43,62,0,192,0,111
"Alabama","Madison",1991,365,245,91,27,2,0,0,154,90,43,4,121,219,0,21
"Alabama","Marengo",1991,55,55,0,0,0,0,0,50,41,22,0,0,0,0,55
"Alabama","Mobile",1991,289,267,21,0,1,0,0,185,49,33,0,0,245,0,44
"Alabama","Montgomery",1991,274,241,31,2,0,0,0,101,54,34,0,0,252,0,22
"Alabama","Morgan",1991,60,54,6,0,0,0,0,57,51,23,0,0,0,0,60
"Alabama","Pike",1991,58,57,1,0,0,0,0,56,38,21,0,0,0,0,58
"Alabama","Russell",1991,56,53,3,0,0,0,0,61,37,23,0,0,0,0,56
"Alabama","Shelby",1991,270,211,46,11,2,0,0,161,77,38,0,0,254,0,16
"Alabama","Sumter",1991,45,42,3,0,0,0,0,77,48,30,0,0,45,0,0
"Alabama","Talladega",1991,59,51,8,0,0,0,0,70,55,27,0,0,0,0,59
"Alabama","Tuscaloosa",1991,60,55,5,0,0,0,0,79,46,22,0,0,0,0,60
"Alabama","Walker",1991,55,51,4,0,0,0,0,66,47,23,0,0,0,0,55
"Alaska","Anchorage ",1991,364,212,146,6,0,0,0,135,81,44,139,0,0,0,225
"Alaska","Denali ",1991,317,315,2,0,0,0,0,60,39,30,0,0,295,22,0
"Alaska","Fairbanks North Star ",1991,271,203,62,6,0,0,0,118,68,33,169,0,0,0,102
"Alaska","Juneau ",1991,360,289,54,13,2,0,2,844,70,19,0,0,0,0,360
"Alaska","Kenai Peninsula ",1991,172,170,2,0,0,0,0,65,26,7,0,126,0,0,46
"Alaska","Sitka ",1991,356,352,4,0,0,0,0,69,17,8,0,0,0,0,356
"Arizona","Apache",1991,360,308,49,1,1,1,0,216,58,42,0,0,360,0,0
"Arizona","Cochise",1991,338,233,99,6,0,0,0,147,74,45,0,0,295,7,36
"Arizona","Coconino",1991,362,253,98,11,0,0,0,122,74,45,0,0,349,6,7
"Arizona","Gila",1991,142,134,8,0,0,0,0,89,44,21,0,0,0,86,56
"Arizona","Graham",1991,46,46,0,0,0,0,0,48,30,22,0,0,0,0,46
"Arizona","Maricopa",1991,365,97,210,50,8,0,0,177,115,67,120,11,216,0,18
"Arizona","Mohave",1991,31,31,0,0,0,0,0,27,22,15,0,0,0,31,0
"Arizona","Navajo",1991,128,125,3,0,0,0,0,56,25,16,0,0,0,102,26
"Arizona","Pima",1991,365,131,218,16,0,0,0,143,84,55,86,46,215,0,18
"Arizona","Santa Cruz",1991,58,35,22,1,0,0,0,105,68,43,0,0,0,0,58
"Arizona","Yavapai",1991,60,58,2,0,0,0,0,69,23,15,0,0,0,0,60
"Arizona","Yuma",1991,166,116,46,4,0,0,0,138,77,42,0,0,162,0,4
"Arkansas","Arkansas",1991,59,56,3,0,0,0,0,60,46,22,0,0,0,0,59
"Arkansas","Ashley",1991,58,55,3,0,0,0,0,61,38,23,0,0,0,0,58
"Arkansas","Clark",1991,363,300,54,9,0,0,0,133,64,37,0,0,363,0,0
"Arkansas","Craighead",1991,59,57,2,0,0,0,0,56,44,20,0,0,0,0,59
"Arkansas","Crittenden",1991,301,229,58,11,2,1,0,203,80,38,0,0,289,0,12
"Arkansas","Garland",1991,60,60,0,0,0,0,0,40,32,17,0,0,0,0,60
"Arkansas","Jefferson",1991,53,53,0,0,0,0,0,43,28,17,0,0,0,0,53
"Arkansas","Marion",1991,47,47,0,0,0,0,0,41,27,14,0,0,0,0,47
"Arkansas","Miller",1991,59,59,0,0,0,0,0,44,36,19,0,0,0,0,59
"Arkansas","Mississippi",1991,182,52,76,45,9,0,0,192,140,74,3,0,179,0,0
"Arkansas","Montgomery",1991,362,362,0,0,0,0,0,50,36,19,0,0,362,0,0
"Arkansas","Newton",1991,4,3,1,0,0,0,0,58,58,23,0,0,0,4,0
"Arkansas","Ouachita",1991,56,55,1,0,0,0,0,56,33,17,0,0,0,0,56
"Arkansas","Phillips",1991,58,58,0,0,0,0,0,48,36,18,0,0,0,0,58
"Arkansas","Polk",1991,50,50,0,0,0,0,0,48,39,21,0,0,0,0,50
"Arkansas","Pope",1991,60,60,0,0,0,0,0,44,34,18,0,0,0,0,60
"Arkansas","Pulaski",1991,365,283,56,24,2,0,0,164,87,39,0,49,307,0,9
"Arkansas","Sebastian",1991,133,132,1,0,0,0,0,54,33,23,0,81,0,0,52
"Arkansas","Union",1991,60,59,1,0,0,0,0,59,35,19,0,0,0,0,60
"Arkansas","Washington",1991,58,58,0,0,0,0,0,44,35,19,0,0,0,0,58
"Arkansas","White",1991,59,58,1,0,0,0,0,87,39,19,0,0,0,0,59
"California","Alameda",1991,365,248,96,19,2,0,0,166,89,40,12,174,173,0,6
"California","Butte",1991,365,239,117,9,0,0,0,150,74,44,89,78,182,0,16
"California","Colusa",1991,126,102,19,5,0,0,0,147,61,35,0,0,74,0,52
"California","Contra Costa",1991,365,262,89,12,2,0,0,156,79,44,19,153,185,0,8
"California","Del Norte",1991,354,351,3,0,0,0,0,67,39,28,0,0,329,25,0
"California","El Dorado",1991,365,168,187,10,0,0,0,136,78,51,113,24,208,18,2
"California","Fresno",1991,365,91,142,55,53,24,0,226,182,79,19,97,233,0,16
"California","Glenn",1991,349,263,77,9,0,0,0,140,74,37,0,0,319,0,30
"California","Humboldt",1991,353,353,0,0,0,0,0,39,28,15,0,0,353,0,0
"California","Imperial",1991,338,225,90,19,3,1,0,232,84,42,0,0,292,0,46
"California","Inyo",1991,132,120,10,2,0,0,0,114,44,22,61,0,0,0,71
"California","Kern",1991,365,75,127,62,68,32,1,430,195,89,16,86,233,0,30
"California","Kings",1991,360,197,119,36,8,0,0,169,105,48,0,0,332,0,28
"California","Lake",1991,361,341,20,0,0,0,0,87,47,34,18,0,342,0,1
"California","Los Angeles",1991,365,16,118,95,51,84,1,676,233,116,44,140,180,0,1
"California","Madera",1991,352,186,97,54,15,0,0,190,133,48,0,0,332,0,20
"California","Marin",1991,365,318,47,0,0,0,0,93,57,38,18,158,158,23,8
"California","Mariposa",1991,358,218,54,61,25,0,0,198,143,41,0,0,340,1,17
"California","Mendocino",1991,73,69,4,0,0,0,0,60,40,22,0,0,0,0,73
