"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days PM2.5","Days PM10"
"Alabama","Calhoun",1997,57,57,0,0,0,0,0,47,39,19,0,0,0,0,57
"Alabama","Clay",1997,214,124,70,20,0,0,0,150,100,48,0,0,214,0,0
"Alabama","Colbert",1997,59,59,0,0,0,0,0,41,30,16,0,0,0,0,59
"Alabama","DeKalb",1997,307,231,58,17,1,0,0,179,80,37,0,0,296,0,11
"Alabama","Elmore",1997,183,122,58,3,0,0,0,115,87,45,0,0,183,0,0
"Alabama","Escambia",1997,61,60,1,0,0,0,0,51,41,22,0,0,0,0,61
"Alabama","Etowah",1997,56,54,2,0,0,0,0,55,47,24,0,0,0,0,56
"Alabama","Franklin",1997,61,61,0,0,0,0,0,45,31,17,0,0,0,0,61
"Alabama","Geneva",1997,213,143,66,4,0,0,0,126,77,44,0,0,213,0,0
"Alabama","Houston",1997,57,56,1,0,0,0,0,52,42,22,0,0,0,0,57
"Alabama","Jackson",1997,6,6,0,0,0,0,0,16,16,13,0,0,0,0,6
"Alabama","Jefferson",1997,365,221,107,29,7,1,0,202,101,44,112,0,150,0,103
"Alabama","Lawrence",1997,233,139,70,24,0,0,0,136,101,46,0,0,190,43,0
"Alabama","Limestone",1997,56,56,0,0,0,0,0,37,31,15,0,0,0,0,56
"Alabama","Madison",1997,365,277,69,15,4,0,0,156,90,39,12,0,325,0,28
"Alabama","Marengo",1997,57,56,1,0,0,0,0,52,34,20,0,0,0,0,57
"Alabama","Mobile",1997,324,249,58,15,2,0,0,164,84,35,0,0,197,0,127
"Alabama","Montgomery",1997,363,306,55,2,0,0,0,112,64,29,8,3,203,0,149
"Alabama","Morgan",1997,59,58,1,0,0,0,0,51,38,18,0,0,0,0,59
"Alabama","Pike",1997,58,58,0,0,0,0,0,47,32,21,0,0,0,0,58
"Alabama","Russell",1997,58,56,2,0,0,0,0,57,36,23,0,0,0,0,58
"Alabama","Shelby",1997,239,152,54,30,3,0,0,192,115,44,0,3,210,0,26
"Alabama","Sumter",1997,212,191,21,0,0,0,0,84,50,35,0,0,212,0,0
"Alabama","Talladega",1997,61,58,3,0,0,0,0,58,41,23,0,0,0,0,61
"Alabama","Tuscaloosa",1997,60,58,2,0,0,0,0,58,41,21,0,0,0,0,60
"Alabama","Walker",1997,56,56,0,0,0,0,0,43,31,18,0,0,0,0,56
"Alaska","Anchorage ",1997,360,266,94,0,0,0,0,91,62,38,142,0,0,0,218
"Alaska","Denali ",1997,323,320,2,1,0,0,0,101,43,36,0,0,310,13,0
"Alaska","Fairbanks North Star ",1997,273,214,55,3,1,0,0,165,64,28,164,0,0,0,109
"Alaska","Juneau ",1997,243,240,3,0,0,0,0,70,26,9,0,0,0,0,243
"Arizona","Cochise",1997,347,275,72,0,0,0,0,93,61,44,0,0,325,6,16
"Arizona","Coconino",1997,354,244,106,4,0,0,0,112,71,46,0,0,351,3,0
"Arizona","Gila",1997,190,173,16,1,0,0,0,102,50,33,0,0,65,72,53
"Arizona","Graham",1997,45,43,2,0,0,0,0,71,42,22,0,0,0,0,45
"Arizona","Maricopa",1997,365,31,231,87,15,0,1,370,136,80,23,54,183,0,105
"Arizona","Mohave",1997,57,55,2,0,0,0,0,52,36,21,0,0,0,0,57
"Arizona","Navajo",1997,116,115,1,0,0,0,0,87,28,15,0,0,0,81,35
"Arizona","Pima",1997,365,205,144,16,0,0,0,150,90,49,24,60,262,0,19
"Arizona","Santa Cruz",1997,51,42,9,0,0,0,0,86,56,30,0,0,0,0,51
"Arizona","Yavapai",1997,225,91,115,19,0,0,0,143,100,58,0,0,196,0,29
"Arizona","Yuma",1997,245,149,81,15,0,0,0,147,91,44,0,0,219,0,26
"Arkansas","Arkansas",1997,60,57,3,0,0,0,0,64,41,19,0,0,0,0,60
"Arkansas","Ashley",1997,60,58,2,0,0,0,0,70,37,23,0,0,0,0,60
"Arkansas","Clark",1997,362,280,72,10,0,0,0,140,71,37,0,0,362,0,0
"Arkansas","Craighead",1997,60,58,2,0,0,0,0,61,38,18,0,0,0,0,60
"Arkansas","Crittenden",1997,364,260,80,18,6,0,0,187,93,40,0,0,358,0,6
"Arkansas","Garland",1997,56,55,1,0,0,0,0,63,34,19,0,0,0,0,56
"Arkansas","Jefferson",1997,56,54,2,0,0,0,0,62,38,19,0,0,0,0,56
"Arkansas","Marion",1997,52,51,1,0,0,0,0,53,22,11,0,0,0,0,52
"Arkansas","Miller",1997,60,57,3,0,0,0,0,62,34,19,0,0,0,0,60
"Arkansas","Montgomery",1997,363,331,31,1,0,0,0,101,50,31,0,0,363,0,0
"Arkansas","Newton",1997,359,257,93,9,0,0,0,136,74,42,0,0,327,32,0
"Arkansas","Ouachita",1997,57,56,1,0,0,0,0,54,31,17,0,0,0,0,57
"Arkansas","Phillips",1997,56,55,1,0,0,0,0,53,34,20,0,0,0,0,56
"Arkansas","Polk",1997,52,51,1,0,0,0,0,57,29,18,0,0,0,0,52
"Arkansas","Pope",1997,55,55,0,0,0,0,0,48,29,19,0,0,0,0,55
"Arkansas","Pulaski",1997,365,253,92,19,1,0,0,151,87,41,40,42,280,0,3
"Arkansas","Sebastian",1997,59,57,2,0,0,0,0,57,36,19,0,0,0,0,59
"Arkansas","Union",1997,54,53,1,0,0,0,0,51,31,19,0,0,0,0,54
"Arkansas","Washington",1997,54,54,0,0,0,0,0,50,29,19,0,0,0,0,54
"Arkansas","White",1997,55,53,2,0,0,0,0,62,36,17,0,0,0,0,55
"California","Alameda",1997,365,324,35,6,0,0,0,147,53,38,3,160,195,0,7
"California","Amador",1997,365,270,70,22,3,0,0,197,90,40,18,0,346,0,1
"California","Butte",1997,365,322,42,1,0,0,0,105,51,34,24,125,203,0,13
"California","Calaveras",1997,365,238,95,29,2,1,0,207,100,43,5,0,355,0,5
"California","Colusa",1997,365,287,66,12,0,0,0,136,71,39,0,0,334,0,31
"California","Contra Costa",1997,365,335,25,5,0,0,0,136,49,37,3,146,211,0,5
"California","Del Norte",1997,135,133,2,0,0,0,0,71,39,18,0,0,0,78,57
"California","El Dorado",1997,365,202,107,43,12,1,0,201,119,48,4,24,326,10,1
"California","Fresno",1997,365,115,111,67,58,14,0,223,179,71,29,66,260,0,10
"California","Glenn",1997,365,287,67,11,0,0,0,133,67,38,0,0,287,0,78
"California","Humboldt",1997,60,59,1,0,0,0,0,51,33,18,0,0,0,0,60
"California","Imperial",1997,365,78,135,102,41,8,1,428,163,87,44,46,257,0,18
"California","Inyo",1997,365,231,101,23,3,2,5,2125,98,46,0,0,283,8,74
"California","Kern",1997,365,134,97,77,53,4,0,214,161,74,0,63,286,0,16
"California","Kings",1997,364,157,119,66,21,1,0,201,136,56,0,50,289,0,25
"California","Lake",1997,309,302,7,0,0,0,0,84,38,28,0,0,298,0,11
"California","Lassen",1997,38,36,2,0,0,0,0,65,46,22,0,0,0,0,38
"California","Los Angeles",1997,365,33,171,116,32,13,0,226,154,95,42,154,166,0,3
"California","Madera",1997,102,80,19,3,0,0,0,133,70,35,0,35,67,0,0
"California","Marin",1997,365,349,15,1,0,0,0,108,42,28,5,156,172,26,6
"California","Mariposa",1997,361,200,106,49,6,0,0,200,108,47,0,0,355,5,1
"California","Mendocino",1997,365,359,6,0,0,0,0,71,39,29,13,71,262,0,19
"California","Merced",1997,361,261,90,9,1,0,0,174,71,44,0,86,275,0,0
