"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days PM2.5","Days PM10"
"Alabama","Cullman",1986,204,98,59,35,11,1,0,207,136,54,0,0,204,0,0
"Alabama","Etowah",1986,275,164,70,27,14,0,0,185,122,46,0,0,248,0,27
"Alabama","Jefferson",1986,365,185,135,38,6,1,0,224,108,50,90,0,150,0,125
"Alabama","Mobile",1986,236,153,68,11,4,0,0,185,87,44,0,0,204,0,32
"Alabama","Montgomery",1986,251,155,50,33,13,0,0,197,126,44,0,0,242,0,9
"Alabama","Shelby",1986,281,156,63,39,19,4,0,209,133,47,0,0,267,0,14
"Alaska","Anchorage ",1986,365,199,151,12,3,0,0,191,76,48,206,0,0,0,159
"Alaska","Fairbanks North Star ",1986,270,144,94,25,6,1,0,205,111,47,175,0,0,0,95
"Alaska","Juneau ",1986,278,258,18,2,0,0,0,143,45,18,0,0,0,0,278
"Arizona","Apache",1986,90,90,0,0,0,0,0,14,11,5,0,90,0,0,0
"Arizona","Cochise",1986,54,12,33,7,2,0,0,200,109,76,0,0,0,0,54
"Arizona","Coconino",1986,212,190,22,0,0,0,0,73,51,22,162,0,0,0,50
"Arizona","Gila",1986,56,24,31,1,0,0,0,145,87,54,0,0,0,0,56
"Arizona","Graham",1986,54,44,10,0,0,0,0,76,54,31,0,0,0,0,54
"Arizona","Maricopa",1986,365,48,207,90,18,2,0,218,136,81,194,0,119,0,52
"Arizona","Navajo",1986,22,21,1,0,0,0,0,62,44,23,0,0,0,0,22
"Arizona","Pima",1986,365,92,257,16,0,0,0,133,90,61,119,58,147,0,41
"Arizona","Santa Cruz",1986,41,14,25,2,0,0,0,128,85,57,0,0,0,0,41
"Arizona","Yuma",1986,177,115,53,7,2,0,0,161,80,45,0,0,138,0,39
"Arkansas","Arkansas",1986,179,153,26,0,0,0,0,65,53,29,0,0,0,0,179
"Arkansas","Boone",1986,172,165,7,0,0,0,0,65,40,21,0,0,0,0,172
"Arkansas","Pulaski",1986,365,266,72,19,7,1,0,202,90,42,0,58,283,0,24
"California","Alameda",1986,365,239,93,28,4,1,0,201,100,44,24,175,165,0,1
"California","Butte",1986,365,230,104,30,1,0,0,154,96,41,93,84,187,0,1
"California","Colusa",1986,208,107,64,33,4,0,0,156,122,49,0,0,198,0,10
"California","Contra Costa",1986,365,241,103,18,3,0,0,166,87,47,14,165,183,0,3
"California","El Dorado",1986,365,111,234,19,1,0,0,151,94,61,228,7,130,0,0
"California","Fresno",1986,365,83,112,77,60,33,0,232,195,93,33,85,242,0,5
"California","Glenn",1986,191,106,57,28,0,0,0,143,108,49,0,0,182,0,9
"California","Humboldt",1986,10,7,3,0,0,0,0,72,72,42,0,0,0,0,10
"California","Imperial",1986,245,198,43,4,0,0,0,133,71,37,0,0,235,0,10
"California","Inyo",1986,12,12,0,0,0,0,0,27,27,20,0,0,0,0,12
"California","Kern",1986,365,88,117,69,68,23,0,222,187,89,9,118,229,0,9
"California","Kings",1986,183,135,38,9,1,0,0,177,77,39,0,0,172,0,11
"California","Lake",1986,344,318,22,4,0,0,0,133,47,29,0,0,343,0,1
"California","Los Angeles",1986,365,7,72,92,54,140,0,300,268,156,48,101,216,0,0
"California","Madera",1986,10,2,7,1,0,0,0,111,111,62,0,0,0,0,10
"California","Marin",1986,365,309,54,2,0,0,0,103,57,38,27,296,38,0,4
"California","Mariposa",1986,10,5,5,0,0,0,0,69,69,53,0,0,0,0,10
"California","Mendocino",1986,179,169,10,0,0,0,0,82,44,32,0,0,170,0,9
"California","Merced",1986,53,44,9,0,0,0,0,92,54,34,0,0,0,0,53
"California","Mono",1986,365,200,115,38,12,0,0,169,119,47,47,0,314,0,4
"California","Monterey",1986,365,321,39,5,0,0,0,119,57,37,0,98,265,0,2
"California","Napa",1986,365,316,49,0,0,0,0,90,57,37,51,115,196,0,3
"California","Orange",1986,365,75,142,90,24,34,0,256,192,89,6,196,163,0,0
"California","Placer",1986,363,214,81,34,29,5,0,219,143,44,0,0,358,0,5
"California","Plumas",1986,10,2,8,0,0,0,0,85,85,71,0,0,0,0,10
"California","Riverside",1986,365,63,116,41,52,93,0,284,233,103,36,94,233,0,2
"California","Sacramento",1986,365,166,121,45,23,10,0,221,150,57,72,71,221,0,1
"California","San Benito",1986,353,301,44,8,0,0,0,143,67,37,0,0,348,0,5
"California","San Bernardino",1986,365,23,107,65,42,128,0,298,264,133,0,118,246,0,1
"California","San Diego",1986,365,54,123,109,59,20,0,240,182,101,8,111,246,0,0
"California","San Francisco",1986,365,265,96,3,1,0,0,153,68,39,165,176,22,0,2
