"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days PM2.5","Days PM10"
"Alabama","Cullman",1985,214,144,59,11,0,0,0,150,87,44,0,0,214,0,0
"Alabama","Etowah",1985,282,176,81,23,2,0,0,154,97,45,0,0,257,0,25
"Alabama","Jefferson",1985,365,202,130,25,7,1,0,202,100,48,113,0,171,0,81
"Alabama","Mobile",1985,284,214,58,11,1,0,0,172,71,40,0,0,255,0,29
"Alaska","Anchorage ",1985,365,228,116,19,2,0,0,154,84,38,292,0,46,0,27
"Alaska","Fairbanks North Star ",1985,183,68,82,21,9,3,0,220,136,62,181,0,0,0,2
"Arizona","Apache",1985,273,273,0,0,0,0,0,31,15,7,0,273,0,0,0
"Arizona","Cochise",1985,331,281,41,8,1,0,0,158,66,34,163,0,122,0,46
"Arizona","Coconino",1985,360,290,69,1,0,0,0,105,61,40,166,0,175,0,19
"Arizona","Gila",1985,51,21,29,1,0,0,0,102,82,54,0,0,0,0,51
"Arizona","Graham",1985,32,21,11,0,0,0,0,78,60,40,0,0,0,0,32
"Arizona","Maricopa",1985,365,42,182,103,30,8,0,218,153,87,187,10,168,0,0
"Arizona","Pima",1985,365,59,255,48,3,0,0,169,112,67,165,28,150,0,22
"Arizona","Santa Cruz",1985,19,11,8,0,0,0,0,78,67,49,0,0,0,0,19
"Arizona","Yuma",1985,322,258,53,7,4,0,0,169,67,31,157,0,143,0,22
"Arkansas","Arkansas",1985,36,35,1,0,0,0,0,51,40,19,0,0,0,0,36
"Arkansas","Boone",1985,41,41,0,0,0,0,0,34,24,16,0,0,0,0,41
"Arkansas","Pulaski",1985,365,288,60,13,4,0,0,174,74,39,0,50,306,0,9
"California","Alameda",1985,365,226,112,17,9,1,0,201,90,47,16,197,152,0,0
"California","Butte",1985,365,245,97,20,3,0,0,169,87,42,89,91,185,0,0
"California","Colusa",1985,214,129,64,18,3,0,0,164,100,44,0,0,214,0,0
"California","Contra Costa",1985,365,251,97,12,5,0,0,195,79,46,14,198,153,0,0
"California","El Dorado",1985,365,112,216,28,6,3,0,206,101,61,246,1,118,0,0
"California","Fresno",1985,365,56,136,91,61,21,0,227,179,100,31,97,237,0,0
"California","Glenn",1985,176,109,46,19,2,0,0,161,108,46,0,0,176,0,0
"California","Imperial",1985,228,126,66,28,8,0,0,192,115,46,0,0,228,0,0
"California","Kern",1985,365,82,134,62,72,15,0,217,182,89,8,137,220,0,0
"California","Kings",1985,299,181,72,35,11,0,0,190,115,44,0,0,299,0,0
"California","Lake",1985,360,348,12,0,0,0,0,100,44,29,0,0,360,0,0
"California","Los Angeles",1985,365,10,82,91,43,139,0,298,268,150,42,108,215,0,0
"California","Marin",1985,365,329,35,1,0,0,0,122,50,38,40,274,51,0,0
"California","Mendocino",1985,156,155,1,0,0,0,0,54,42,29,0,0,156,0,0
"California","Merced",1985,14,9,5,0,0,0,0,72,67,48,0,0,0,0,14
"California","Mono",1985,365,271,80,12,2,0,0,161,77,40,86,0,279,0,0
"California","Monterey",1985,365,321,35,8,1,0,0,154,57,38,1,81,283,0,0
"California","Napa",1985,365,324,38,3,0,0,0,150,52,35,53,134,178,0,0
"California","Orange",1985,365,75,149,73,25,43,0,289,208,79,20,172,168,0,5
"California","Placer",1985,362,236,67,36,15,8,0,223,126,43,0,0,362,0,0
"California","Riverside",1985,365,80,85,44,40,116,0,300,253,108,30,85,250,0,0
"California","Sacramento",1985,365,149,135,47,21,13,0,259,143,58,91,80,194,0,0
"California","San Benito",1985,356,290,50,12,4,0,0,164,74,37,0,0,353,0,3
"California","San Bernardino",1985,365,36,104,58,43,124,0,298,266,122,1,129,235,0,0
"California","San Diego",1985,365,58,117,85,70,35,0,266,200,103,7,120,238,0,0
"California","San Francisco",1985,365,261,97,6,1,0,0,193,69,45,176,183,6,0,0
"California","San Joaquin",1985,365,217,92,33,20,3,0,207,122,44,68,85,212,0,0
"California","San Luis Obispo",1985,365,282,73,9,1,0,0,156,74,43,7,78,280,0,0
"California","San Mateo",1985,365,300,57,8,0,0,0,122,68,34,38,226,101,0,0
"California","Santa Barbara",1985,365,149,181,27,7,1,0,237,100,57,64,107,194,0,0
"California","Santa Clara",1985,365,214,95,37,15,4,0,223,122,45,130,0,235,0,0
"California","Santa Cruz",1985,359,328,27,3,1,0,0,156,48,33,0,0,355,0,4
"California","Shasta",1985,299,226,46,18,9,0,0,200,93,35,62,29,208,0,0
"California","Siskiyou",1985,337,317,19,1,0,0,0,115,47,28,0,0,337,0,0
"California","Solano",1985,365,297,60,7,1,0,0,154,68,38,48,132,185,0,0
"California","Sonoma",1985,365,317,42,4,2,0,0,164,58,37,42,138,185,0,0
"California","Stanislaus",1985,365,188,87,50,30,10,0,218,154,49,29,128,208,0,0
"California","Sutter",1985,207,106,59,33,9,0,0,179,119,49,0,0,207,0,0
"California","Tulare",1985,365,127,98,49,75,16,0,208,187,74,12,132,221,0,0
"California","Ventura",1985,365,117,91,67,58,32,0,242,200,87,1,68,296,0,0
"California","Yolo",1985,365,281,60,18,6,0,0,179,84,37,42,0,323,0,0
"Colorado","Adams",1985,357,161,159,37,0,0,0,148,101,54,0,213,144,0,0
"Colorado","Arapahoe",1985,364,224,128,12,0,0,0,140,80,47,19,109,236,0,0
"Colorado","Archuleta",1985,177,105,71,1,0,0,0,115,71,43,0,0,0,0,177
"Colorado","Boulder",1985,364,245,105,12,1,1,0,201,82,45,61,0,245,0,58
"Colorado","Denver",1985,365,54,221,78,4,7,1,428,119,77,123,166,70,0,6
"Colorado","Eagle",1985,4,4,0,0,0,0,0,21,21,19,0,0,0,0,4
"Colorado","El Paso",1985,363,269,89,5,0,0,0,148,69,44,125,59,179,0,0
