"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days PM2.5","Days PM10"
"Alabama","Calhoun",1998,44,43,1,0,0,0,0,51,38,23,0,0,0,0,44
"Alabama","Clay",1998,213,99,83,21,10,0,0,185,115,54,0,0,213,0,0
"Alabama","Colbert",1998,48,48,0,0,0,0,0,41,32,20,0,0,0,0,48
"Alabama","DeKalb",1998,363,215,84,45,17,2,0,205,129,46,0,0,357,0,6
"Alabama","Elmore",1998,211,129,62,14,5,1,0,203,100,47,0,0,211,0,0
"Alabama","Escambia",1998,61,58,3,0,0,0,0,58,42,25,0,0,0,0,61
"Alabama","Etowah",1998,60,55,5,0,0,0,0,56,50,29,0,0,0,0,60
"Alabama","Franklin",1998,48,48,0,0,0,0,0,42,37,20,0,0,0,0,48
"Alabama","Geneva",1998,181,129,45,7,0,0,0,133,80,42,0,0,181,0,0
"Alabama","Houston",1998,51,49,2,0,0,0,0,54,38,26,0,0,0,0,51
"Alabama","Jefferson",1998,365,214,96,34,16,5,0,212,122,46,87,0,155,0,123
"Alabama","Lawrence",1998,245,110,102,30,3,0,0,177,105,52,0,0,175,70,0
"Alabama","Limestone",1998,51,51,0,0,0,0,0,43,35,19,0,0,0,0,51
"Alabama","Madison",1998,365,257,64,34,10,0,0,200,112,41,15,0,324,0,26
"Alabama","Marengo",1998,55,55,0,0,0,0,0,47,37,25,0,0,0,0,55
"Alabama","Mobile",1998,309,224,55,24,5,1,0,201,100,39,0,0,191,0,118
"Alabama","Montgomery",1998,355,238,87,19,10,1,0,216,93,37,0,0,208,0,147
"Alabama","Morgan",1998,42,42,0,0,0,0,0,49,38,22,0,0,0,0,42
"Alabama","Pike",1998,59,58,1,0,0,0,0,53,35,24,0,0,0,0,59
"Alabama","Russell",1998,58,56,2,0,0,0,0,51,42,29,0,0,0,0,58
"Alabama","Shelby",1998,235,135,61,24,11,4,0,213,126,46,0,9,201,0,25
"Alabama","Sumter",1998,194,168,24,2,0,0,0,122,61,37,0,0,194,0,0
"Alabama","Talladega",1998,58,57,1,0,0,0,0,51,44,31,0,0,0,0,58
"Alabama","Tuscaloosa",1998,60,60,0,0,0,0,0,49,41,25,0,0,0,0,60
"Alabama","Walker",1998,46,46,0,0,0,0,0,50,37,19,0,0,0,0,46
"Alaska","Anchorage ",1998,361,266,94,1,0,0,0,101,61,33,149,0,0,0,212
"Alaska","Denali ",1998,356,352,4,0,0,0,0,58,45,33,0,0,352,4,0
"Alaska","Fairbanks North Star ",1998,208,162,44,2,0,0,0,128,70,34,176,0,0,0,32
"Alaska","Juneau ",1998,75,75,0,0,0,0,0,44,24,9,0,0,0,0,75
"Alaska","Matanuska-Susitna ",1998,89,83,4,1,1,0,0,164,32,12,0,0,0,0,89
"Arizona","Cochise",1998,350,226,122,2,0,0,0,115,73,47,0,0,330,3,17
"Arizona","Coconino",1998,363,220,135,8,0,0,0,108,84,48,0,0,363,0,0
"Arizona","Gila",1998,189,134,53,2,0,0,0,122,71,32,0,0,73,68,48
"Arizona","Maricopa",1998,365,34,189,115,26,1,0,268,147,86,15,57,224,0,69
"Arizona","Mohave",1998,61,59,2,0,0,0,0,62,37,22,0,0,0,0,61
"Arizona","Navajo",1998,92,92,0,0,0,0,0,33,24,13,0,0,0,92,0
"Arizona","Pima",1998,365,193,148,24,0,0,0,133,97,49,11,68,264,0,22
"Arizona","Santa Cruz",1998,50,37,11,2,0,0,0,108,68,33,0,0,0,0,50
"Arizona","Yavapai",1998,219,68,119,30,2,0,0,154,112,67,0,0,192,0,27
"Arizona","Yuma",1998,199,109,72,14,4,0,0,174,100,49,0,0,161,0,38
"Arkansas","Clark",1998,358,250,80,25,3,0,0,164,93,40,0,0,358,0,0
"Arkansas","Crittenden",1998,356,242,79,32,3,0,0,166,100,40,0,0,356,0,0
"Arkansas","Montgomery",1998,356,313,38,4,1,0,0,161,58,33,0,0,356,0,0
"Arkansas","Newton",1998,365,246,107,11,1,0,0,151,77,43,0,0,320,45,0
"Arkansas","Pulaski",1998,365,269,70,23,3,0,0,168,90,40,75,38,240,0,12
"California","Alameda",1998,365,306,39,11,8,1,0,205,65,38,4,174,185,0,2
"California","Amador",1998,365,272,43,26,20,4,0,210,115,37,33,0,332,0,0
"California","Butte",1998,365,280,74,8,3,0,0,161,80,36,7,105,236,3,14
"California","Calaveras",1998,365,240,59,39,24,3,0,204,129,43,2,0,363,0,0
"California","Colusa",1998,365,292,60,12,1,0,0,156,77,37,0,0,338,3,24
"California","Contra Costa",1998,365,317,28,12,7,1,0,204,67,37,1,126,235,0,3
"California","Del Norte",1998,144,143,1,0,0,0,0,52,28,13,0,0,0,88,56
"California","El Dorado",1998,365,219,79,43,17,7,0,223,133,48,15,20,328,0,2
"California","Fresno",1998,365,138,113,43,45,26,0,230,187,64,20,52,279,10,4
"California","Glenn",1998,365,269,86,9,1,0,0,156,80,41,0,0,342,0,23
"California","Humboldt",1998,58,58,0,0,0,0,0,40,23,12,0,0,0,0,58
"California","Imperial",1998,365,80,186,79,19,1,0,216,136,76,40,18,252,1,54
"California","Inyo",1998,365,190,123,40,3,3,6,1360,112,50,0,0,294,9,62
"California","Kern",1998,365,127,101,59,45,33,0,233,200,67,1,61,272,21,10
"California","Kings",1998,364,209,87,36,31,1,0,208,143,46,0,73,267,13,11
"California","Lake",1998,362,357,4,1,0,0,0,119,39,28,0,0,362,0,0
"California","Lassen",1998,14,14,0,0,0,0,0,48,48,32,0,0,0,0,14
"California","Los Angeles",1998,365,54,193,72,22,24,0,269,172,77,31,201,127,6,0
"California","Madera",1998,364,263,56,33,11,1,0,212,108,40,0,62,302,0,0
"California","Marin",1998,365,356,9,0,0,0,0,65,40,30,3,195,141,23,3
"California","Mariposa",1998,354,206,82,52,14,0,0,195,115,46,0,0,348,5,1
"California","Mendocino",1998,365,357,7,1,0,0,0,101,42,31,12,55,289,0,9
"California","Merced",1998,362,220,67,41,26,8,0,225,143,45,0,67,295,0,0
"California","Modoc",1998,43,41,2,0,0,0,0,54,39,13,0,0,0,0,43
"California","Mono",1998,265,225,38,2,0,0,0,108,61,20,113,0,112,0,40
"California","Monterey",1998,365,342,22,1,0,0,0,119,48,37,0,29,330,0,6
"California","Napa",1998,365,345,17,2,1,0,0,185,43,31,13,117,234,0,1
"California","Nevada",1998,365,187,102,54,22,0,0,185,133,50,0,0,329,0,36
"California","Orange",1998,365,186,138,36,4,1,0,210,101,50,6,225,134,0,0
"California","Placer",1998,365,240,59,46,16,4,0,215,129,43,0,108,251,1,5
"California","Plumas",1998,327,245,80,2,0,0,0,112,71,42,0,0,295,15,17
"California","Riverside",1998,365,97,133,69,33,33,0,267,197,77,2,92,261,0,10
"California","Sacramento",1998,365,227,80,27,22,9,0,234,143,45,19,99,225,14,8
