"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days PM2.5","Days PM10"
"Alabama","Autauga",1990,266,183,64,18,1,0,0,151,93,43,0,0,266,0,0
"Alabama","Calhoun",1990,55,52,3,0,0,0,0,60,43,23,0,0,0,0,55
"Alabama","Colbert",1990,58,56,2,0,0,0,0,62,36,19,0,0,0,0,58
"Alabama","DeKalb",1990,360,204,89,55,11,1,0,201,119,47,0,0,357,0,3
"Alabama","Elmore",1990,251,167,65,19,0,0,0,150,97,45,0,0,251,0,0
"Alabama","Escambia",1990,59,54,5,0,0,0,0,57,45,26,0,0,0,0,59
"Alabama","Etowah",1990,57,52,5,0,0,0,0,59,49,29,0,0,0,0,57
"Alabama","Franklin",1990,50,47,3,0,0,0,0,64,43,20,0,0,0,0,50
"Alabama","Houston",1990,55,48,7,0,0,0,0,64,55,24,0,0,0,0,55
"Alabama","Jackson",1990,57,57,0,0,0,0,0,48,38,21,0,0,0,0,57
"Alabama","Jefferson",1990,365,187,114,37,25,2,0,203,133,50,80,0,209,0,76
"Alabama","Madison",1990,362,282,67,13,0,0,0,136,80,37,59,0,221,0,82
"Alabama","Marengo",1990,59,55,4,0,0,0,0,67,47,20,0,0,0,0,59
"Alabama","Mobile",1990,291,206,60,19,6,0,0,182,97,41,0,0,267,0,24
"Alabama","Montgomery",1990,247,184,58,4,1,0,0,151,77,43,0,0,217,0,30
"Alabama","Morgan",1990,57,54,3,0,0,0,0,54,39,21,0,0,0,0,57
"Alabama","Pike",1990,60,57,3,0,0,0,0,57,39,20,0,0,0,0,60
"Alabama","Russell",1990,56,53,3,0,0,0,0,57,43,25,0,0,0,0,56
"Alabama","Shelby",1990,279,188,66,20,4,1,0,201,97,42,0,0,256,0,23
"Alabama","Talladega",1990,60,49,11,0,0,0,0,70,55,33,0,0,0,0,60
"Alabama","Tuscaloosa",1990,56,49,7,0,0,0,0,66,54,27,0,0,0,0,56
"Alabama","Walker",1990,59,52,7,0,0,0,0,57,52,23,0,0,0,0,59
"Alaska","Anchorage ",1990,363,206,141,14,2,0,0,159,84,44,158,0,0,0,205
"Alaska","Denali ",1990,318,317,1,0,0,0,0,62,38,31,0,0,299,19,0
