"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days PM2.5","Days PM10"
"Alabama","Autauga",1982,167,125,36,5,0,1,0,206,74,40,0,0,167,0,0
"Alabama","Etowah",1982,197,108,53,32,4,0,0,192,115,48,0,0,197,0,0
"Alabama","Jefferson",1982,365,185,109,50,17,4,0,228,129,50,98,0,267,0,0
"Alabama","Madison",1982,315,231,64,17,3,0,0,185,90,36,0,0,315,0,0
"Alabama","Mobile",1982,356,272,64,16,4,0,0,169,77,38,0,0,356,0,0
"Alabama","Monroe",1982,154,146,8,0,0,0,0,90,44,28,0,0,154,0,0
"Alabama","Morgan",1982,286,207,63,13,3,0,0,161,84,41,0,26,260,0,0
"Alabama","Tuscaloosa",1982,190,125,49,15,1,0,0,151,100,44,0,0,190,0,0
"Alaska","Anchorage ",1982,365,186,133,29,15,2,0,242,118,49,365,0,0,0,0
"Alaska","Fairbanks North Star ",1982,365,251,73,26,11,4,0,216,108,24,365,0,0,0,0
"Arizona","Apache",1982,364,364,0,0,0,0,0,38,10,5,0,364,0,0,0
"Arizona","Cochise",1982,265,252,13,0,0,0,0,84,46,26,154,0,111,0,0
"Arizona","Coconino",1982,330,213,83,31,3,0,0,154,101,41,164,0,166,0,0
"Arizona","Greenlee",1982,326,276,50,0,0,0,0,100,51,42,0,0,326,0,0
"Arizona","Maricopa",1982,365,94,181,62,21,7,0,220,140,75,180,38,147,0,0
"Arizona","Pima",1982,365,38,243,80,4,0,0,187,115,81,139,114,112,0,0
"Arizona","Yavapai",1982,283,251,30,1,1,0,0,179,51,34,169,0,114,0,0
"Arizona","Yuma",1982,292,251,35,6,0,0,0,129,61,30,140,0,152,0,0
"Arkansas","Pulaski",1982,365,284,73,7,1,0,0,190,71,37,6,46,313,0,0
"California","Alameda",1982,365,268,82,12,3,0,0,179,79,39,42,180,143,0,0
"California","Butte",1982,365,285,73,7,0,0,0,150,67,38,108,114,143,0,0
"California","Colusa",1982,153,101,42,9,1,0,0,164,90,43,0,0,153,0,0
"California","Contra Costa",1982,365,242,102,14,6,1,0,203,79,46,27,173,165,0,0
"California","El Dorado",1982,365,82,233,41,7,2,0,220,116,67,295,2,68,0,0
"California","Fresno",1982,365,98,133,70,49,15,0,223,174,77,93,56,216,0,0
"California","Glenn",1982,148,83,48,17,0,0,0,133,101,47,0,0,148,0,0
"California","Imperial",1982,328,275,46,7,0,0,0,136,61,37,0,0,328,0,0
"California","Kern",1982,365,109,150,50,51,5,0,229,164,68,11,189,165,0,0
"California","Kings",1982,255,172,51,26,6,0,0,177,105,42,0,0,255,0,0
"California","Lake",1982,336,311,23,2,0,0,0,108,47,32,0,0,336,0,0
"California","Los Angeles",1982,365,8,83,91,54,129,0,300,265,151,63,126,176,0,0
"California","Marin",1982,365,326,38,1,0,0,0,103,57,38,38,305,22,0,0
"California","Mendocino",1982,326,323,3,0,0,0,0,84,38,28,0,0,326,0,0
"California","Merced",1982,69,58,11,0,0,0,0,68,57,38,6,49,14,0,0
"California","Mono",1982,306,260,41,5,0,0,0,140,59,34,160,0,146,0,0
"California","Monterey",1982,365,343,20,2,0,0,0,108,47,34,0,131,234,0,0
"California","Napa",1982,365,318,46,1,0,0,0,122,54,38,81,117,167,0,0
"California","Orange",1982,365,63,159,95,19,29,0,268,177,79,7,245,113,0,0
"California","Placer",1982,363,201,100,41,18,3,0,226,133,47,72,0,291,0,0
"California","Riverside",1982,365,74,103,48,41,99,0,300,238,103,9,141,215,0,0
"California","Sacramento",1982,365,159,125,45,26,10,0,229,150,57,74,102,189,0,0
"California","San Benito",1982,363,299,53,11,0,0,0,122,71,37,0,46,317,0,0
"California","San Bernardino",1982,365,44,107,65,25,124,0,300,264,108,0,151,214,0,0
"California","San Diego",1982,365,75,127,82,48,33,0,260,200,90,13,115,237,0,0
"California","San Francisco",1982,365,271,87,6,1,0,0,185,68,39,160,196,9,0,0
"California","San Joaquin",1982,365,228,110,25,2,0,0,192,90,47,22,174,169,0,0
"California","San Luis Obispo",1982,365,309,48,8,0,0,0,140,61,39,1,74,290,0,0
"California","San Mateo",1982,365,344,21,0,0,0,0,79,46,28,109,107,149,0,0
"California","Santa Barbara",1982,365,147,186,27,4,1,0,227,93,57,64,86,215,0,0
"California","Santa Clara",1982,365,231,94,34,6,0,0,187,101,44,126,0,239,0,0
"California","Santa Cruz",1982,364,332,27,5,0,0,0,108,49,34,0,0,364,0,0
"California","Shasta",1982,327,250,52,23,2,0,0,164,87,37,0,0,327,0,0
"California","Siskiyou",1982,358,341,17,0,0,0,0,87,46,31,0,0,358,0,0
"California","Solano",1982,365,290,63,11,1,0,0,156,68,38,58,142,165,0,0
"California","Sonoma",1982,365,334,29,2,0,0,0,101,48,35,44,122,199,0,0
"California","Stanislaus",1982,365,216,100,40,9,0,0,187,119,47,19,192,154,0,0
"California","Sutter",1982,286,190,59,33,4,0,0,195,105,42,0,0,286,0,0
"California","Tulare",1982,365,157,93,34,52,29,0,224,195,57,9,164,192,0,0
"California","Ventura",1982,365,91,99,61,60,54,0,266,208,93,10,72,283,0,0
"California","Yolo",1982,363,298,54,10,1,0,0,200,67,35,64,0,299,0,0
"Colorado","Adams",1982,359,235,108,16,0,0,0,115,81,44,0,146,213,0,0
"Colorado","Arapahoe",1982,363,178,137,40,7,1,0,204,108,51,82,87,194,0,0
"Colorado","Boulder",1982,326,235,76,13,2,0,0,187,77,43,78,0,248,0,0
"Colorado","Denver",1982,365,35,223,73,23,11,0,236,150,77,231,80,54,0,0
"Colorado","El Paso",1982,365,210,139,10,4,2,0,212,79,48,163,63,139,0,0
"Colorado","Jefferson",1982,363,199,134,23,7,0,0,200,93,48,138,0,225,0,0
"Colorado","Larimer",1982,346,253,87,5,1,0,0,151,69,41,154,0,192,0,0
"Colorado","Mesa",1982,360,337,23,0,0,0,0,83,47,18,360,0,0,0,0
"Colorado","Pueblo",1982,356,354,2,0,0,0,0,65,26,13,356,0,0,0,0
"Colorado","Weld",1982,364,258,96,10,0,0,0,138,76,43,113,0,251,0,0
"Connecticut","Fairfield",1982,365,106,176,30,29,24,0,272,177,62,139,84,142,0,0
"Connecticut","Hartford",1982,365,156,169,21,12,7,0,220,105,54,219,38,108,0,0
"Connecticut","Middlesex",1982,272,164,50,24,18,16,0,237,166,44,0,0,272,0,0
"Connecticut","New Haven",1982,365,196,119,29,10,11,0,242,115,48,25,236,104,0,0
"Connecticut","New London",1982,143,46,34,31,15,17,0,244,203,80,0,0,143,0,0
"Connecticut","Tolland",1982,164,72,37,28,20,7,0,254,161,61,0,0,164,0,0
"Delaware","Kent",1982,215,209,6,0,0,0,0,93,33,19,0,0,215,0,0
