"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days PM2.5","Days PM10"
"Alabama","Clay",1999,273,117,97,49,10,0,0,182,122,58,0,0,211,62,0
"Alabama","Colbert",1999,82,24,56,2,0,0,0,123,88,60,0,0,0,82,0
"Alabama","DeKalb",1999,332,134,119,60,19,0,0,195,133,59,0,0,270,62,0
"Alabama","Elmore",1999,241,157,71,12,1,0,0,151,87,45,0,0,241,0,0
"Alabama","Escambia",1999,58,57,1,0,0,0,0,52,35,20,0,0,0,0,58
"Alabama","Etowah",1999,59,56,3,0,0,0,0,56,46,27,0,0,0,0,59
"Alabama","Houston",1999,74,18,53,3,0,0,0,144,92,64,0,0,0,70,4
"Alabama","Jefferson",1999,365,23,234,69,33,6,0,273,151,81,42,0,67,231,25
"Alabama","Lawrence",1999,267,118,101,41,7,0,0,182,119,54,0,0,216,51,0
"Alabama","Madison",1999,364,201,115,33,15,0,0,182,105,48,7,0,277,68,12
"Alabama","Marengo",1999,54,52,2,0,0,0,0,51,41,26,0,0,0,0,54
"Alabama","Mobile",1999,268,96,127,39,6,0,0,179,122,59,0,0,167,98,3
"Alabama","Montgomery",1999,307,147,133,22,5,0,0,200,97,51,0,0,175,92,40
"Alabama","Morgan",1999,102,30,65,5,2,0,0,155,96,64,0,0,0,92,10
"Alabama","Pike",1999,57,57,0,0,0,0,0,42,31,19,0,0,0,0,57
"Alabama","Russell",1999,104,22,74,7,1,0,0,153,98,64,0,0,0,98,6
"Alabama","Shelby",1999,271,103,108,37,20,3,0,212,133,59,0,0,205,56,10
"Alabama","Sumter",1999,259,152,96,11,0,0,0,143,78,46,0,0,172,87,0
"Alabama","Talladega",1999,114,37,61,16,0,0,0,137,105,60,0,0,0,102,12
"Alabama","Tuscaloosa",1999,115,26,82,7,0,0,0,125,93,61,0,0,0,106,9
"Alabama","Walker",1999,103,37,59,7,0,0,0,116,84,60,0,0,0,88,15
"Alaska","Anchorage ",1999,313,252,58,2,1,0,0,158,60,33,140,0,0,64,109
"Alaska","Denali ",1999,362,359,3,0,0,0,0,65,44,31,0,0,358,4,0
"Alaska","Fairbanks North Star ",1999,238,188,46,4,0,0,0,130,67,30,176,0,0,53,9
"Alaska","Juneau ",1999,120,118,2,0,0,0,0,83,29,9,0,0,0,61,59
"Alaska","Ketchikan Gateway ",1999,12,12,0,0,0,0,0,30,21,12,0,0,0,12,0
"Alaska","Matanuska-Susitna ",1999,120,101,15,3,1,0,0,154,67,16,0,0,0,77,43
"Arizona","Cochise",1999,355,232,118,5,0,0,0,129,74,47,0,0,325,8,22
"Arizona","Coconino",1999,361,214,132,15,0,0,0,136,84,49,0,0,351,10,0
