"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days PM2.5","Days PM10"
"Alabama","Cullman",1987,125,73,31,16,5,0,0,177,115,47,0,0,125,0,0
"Alabama","Etowah",1987,59,40,19,0,0,0,0,70,57,39,0,0,0,0,59
"Alabama","Jefferson",1987,365,167,158,36,4,0,0,182,105,52,94,0,158,0,113
"Alabama","Madison",1987,237,149,60,22,6,0,0,172,108,45,0,0,237,0,0
"Alabama","Mobile",1987,287,199,70,16,2,0,0,154,84,43,0,0,247,0,40
"Alabama","Montgomery",1987,259,123,67,43,21,5,0,223,151,51,0,0,243,0,16
"Alabama","Shelby",1987,282,164,60,38,17,3,0,214,133,47,0,0,258,0,24
"Alaska","Anchorage ",1987,348,210,129,9,0,0,0,138,74,43,172,0,0,0,176
"Alaska","Denali ",1987,148,148,0,0,0,0,0,41,36,30,0,0,148,0,0
"Alaska","Fairbanks North Star ",1987,272,188,66,15,3,0,0,193,88,34,171,0,0,0,101
"Alaska","Juneau ",1987,359,342,17,0,0,0,0,73,39,13,0,0,0,0,359
"Arizona","Apache",1987,238,164,71,2,1,0,0,154,74,45,0,0,238,0,0
"Arizona","Cochise",1987,61,31,26,4,0,0,0,133,87,50,0,0,0,0,61
"Arizona","Coconino",1987,203,193,10,0,0,0,0,72,39,18,169,0,0,0,34
"Arizona","Gila",1987,61,42,17,2,0,0,0,118,81,38,0,0,0,0,61
"Arizona","Graham",1987,52,50,2,0,0,0,0,89,44,29,0,0,0,0,52
"Arizona","Maricopa",1987,363,66,217,74,6,0,0,166,122,77,153,0,210,0,0
"Arizona","Navajo",1987,41,40,1,0,0,0,0,78,40,19,0,0,0,0,41
"Arizona","Pima",1987,365,163,180,22,0,0,0,150,90,53,86,61,184,0,34
"Arizona","Santa Cruz",1987,47,23,21,3,0,0,0,139,87,51,0,0,0,0,47
"Arizona","Yuma",1987,190,115,60,12,3,0,0,172,100,46,0,0,160,0,30
"Arkansas","Arkansas",1987,91,78,13,0,0,0,0,71,52,26,0,0,0,0,91
"Arkansas","Boone",1987,96,96,0,0,0,0,0,48,39,25,0,0,0,0,96
"Arkansas","Pulaski",1987,365,235,93,26,11,0,0,185,101,44,0,50,305,0,10
"California","Alameda",1987,365,271,70,14,8,2,0,212,87,40,19,183,160,0,3
"California","Butte",1987,365,204,130,28,3,0,0,156,93,47,58,90,209,0,8
"California","Colusa",1987,236,82,86,52,16,0,0,192,143,67,0,0,213,0,23
"California","Contra Costa",1987,365,236,90,26,13,0,0,200,101,47,27,143,192,0,3
"California","Del Norte",1987,72,68,4,0,0,0,0,56,35,27,0,0,36,0,36
"California","El Dorado",1987,365,79,250,33,3,0,0,159,100,63,209,1,154,0,1
"California","Fresno",1987,365,65,121,79,62,38,0,247,201,95,50,70,231,0,14
"California","Glenn",1987,213,83,90,33,7,0,0,179,115,60,0,0,176,0,37
"California","Humboldt",1987,60,51,9,0,0,0,0,72,56,30,0,0,0,0,60
"California","Imperial",1987,348,272,72,4,0,0,0,136,67,37,0,0,307,0,41
"California","Inyo",1987,69,53,11,4,0,0,1,568,84,33,0,0,0,0,69
"California","Kern",1987,365,91,117,54,71,32,0,227,195,79,8,103,231,0,23
